date,player,overall_win_rate,rank,total_games_played,level,last_twenty_games_kda_ratio,last_twenty_games_kill_participation,preferred_positions,last_twenty_games_win_rate
2024/01/29 09:43:58,"Player(name='reng0cat', tag='EUNE')",0.431,Platinum IV,58,91,-1,-1,[],-1
2024/01/29 09:44:00,"Player(name='UndergroundPhoto', tag='EUNE')",0.528,Emerald IV,53,70,-1,-1,[],-1
2024/01/29 09:44:02,"Player(name='Hurineko', tag='EUNE')",0.5,Platinum II,56,561,-1,-1,[],-1
2024/01/29 09:44:04,"Player(name='TLWBEAST', tag='EUNE')",0.524,Platinum II,63,144,-1,-1,[],-1
2024/01/29 09:44:06,"Player(name='VittorioDiCaprio', tag='EUNE')",0.408,Platinum III,49,416,-1,-1,[],-1
2024/01/29 09:44:08,"Player(name='sistergoldenhair', tag='EUNE')",0.512,Platinum III,43,318,-1,-1,[],-1
2024/01/29 09:44:11,"Player(name='Mandela', tag='EUNE')",0.467,Gold I,15,194,-1,-1,[],-1
2024/01/29 09:44:13,"Player(name='SentinelMalzahar', tag='EUNE')",0.43799999999999994,Platinum I,16,636,-1,-1,[],-1
2024/01/29 09:44:15,"Player(name='Nowerty', tag='EUNE')",0.524,Emerald III,103,344,-1,-1,[],-1
2024/01/29 09:44:17,"Player(name='TheChaoticMind', tag='EUNE')",0.49200000000000005,Platinum I,183,368,-1,-1,[],-1
2024/01/29 09:44:20,"Player(name='FCS%20kinguyness', tag='1914')",0.48700000000000004,Platinum II,78,248,-1,-1,[],-1
2024/01/29 09:44:22,"Player(name='baba678', tag='EUNE')",0.518,Platinum I,83,385,-1,-1,[],-1
2024/01/29 09:44:25,"Player(name='YalebUzR', tag='EUNE')",0.435,Platinum II,69,77,-1,-1,[],-1
2024/01/29 09:44:27,"Player(name='Mister%20Mastero', tag='EUNE')",0.494,Platinum II,83,650,-1,-1,[],-1
2024/01/29 09:44:30,"Player(name='Flip%20a%20Coin', tag='EUNE')",0.504,Platinum I,137,736,-1,-1,[],-1
2024/01/29 09:44:33,"Player(name='PogromcaMamu%C5%9Bek', tag='EUNE')",0.528,Platinum I,53,322,-1,-1,[],-1
2024/01/29 09:44:35,"Player(name='MentalHealthOmfg', tag='EUNE')",0.474,Platinum II,19,70,-1,-1,[],-1
2024/01/29 09:44:38,"Player(name='TheGr0ke', tag='EUNE')",0.594,Platinum I,96,424,-1,-1,[],-1
2024/01/29 09:44:40,"Player(name='Nowerty', tag='EUNE')",0.524,Emerald III,103,344,-1,-1,[],-1
2024/01/29 09:44:41,"Player(name='LadyL%C3%BAck', tag='EUNE')",0.486,Emerald IV,72,581,-1,-1,[],-1
2024/01/29 09:44:44,"Player(name='Stankovic', tag='EUNE')",0.535,Emerald IV,43,648,-1,-1,[],-1
2024/01/29 09:44:47,"Player(name='Magila97', tag='EUNE')",0.524,Emerald IV,103,321,-1,-1,[],-1
2024/01/29 09:44:50,"Player(name='pohamuj%20schizy', tag='meow')",0.493,Emerald IV,67,965,-1,-1,[],-1
2024/01/29 09:44:53,"Player(name='Born%20From%20Ashes', tag='King')",0.494,Emerald IV,87,681,-1,-1,[],-1
2024/01/29 09:44:55,"Player(name='I%20Koko%20I', tag='EUNE')",0.506,Emerald IV,89,517,-1,-1,[],-1
2024/01/29 09:44:58,"Player(name='Kitarus', tag='EUNE')",0.581,Platinum I,43,357,-1,-1,[],-1
2024/01/29 09:45:00,"Player(name='I%20am%20l%C3%B6st', tag='13371')",0.48,Emerald IV,98,208,-1,-1,[],-1
2024/01/29 09:45:03,"Player(name='Chishiya', tag='EUNE')",0.529,Platinum II,51,246,-1,-1,[],-1
2024/01/29 09:45:05,"Player(name='Nowerty', tag='EUNE')",0.524,Emerald III,103,344,-1,-1,[],-1
2024/01/29 09:45:08,"Player(name='Erapsoo', tag='EUNE')",0.532,Platinum I,62,340,-1,-1,[],-1
2024/01/29 09:45:11,"Player(name='BigBobbby', tag='EUNE')",0.5379999999999999,Emerald IV,65,272,-1,-1,[],-1
2024/01/29 09:45:13,"Player(name='Ukosek', tag='EUNE')",0.56,Emerald II,125,546,-1,-1,[],-1
2024/01/29 09:45:16,"Player(name='KHOZAMI%20V9', tag='khoz')",0.496,Platinum I,137,756,-1,-1,[],-1
2024/01/29 09:45:19,"Player(name='robert%20lewy', tag='iwona')",0.511,Platinum III,90,171,-1,-1,[],-1
2024/01/29 09:45:22,"Player(name='mv7us', tag='EUNE')",0.49,Platinum II,51,470,-1,-1,[],-1
2024/01/29 09:45:25,"Player(name='AmRest', tag='EUNE')",0.486,Platinum I,74,557,-1,-1,[],-1
2024/01/29 09:45:28,"Player(name='hospital%20cat', tag='EUNE')",0.462,Platinum I,26,286,-1,-1,[],-1
2024/01/29 09:45:31,"Player(name='%CE%91ngel%CE%9Caker', tag='CCA')",0.47700000000000004,Platinum III,44,277,-1,-1,[],-1
2024/01/29 09:45:33,"Player(name='Fake%20coach%20Whip', tag='EUNE')",0.493,Platinum I,136,148,-1,-1,[],-1
2024/01/29 09:45:36,"Player(name='LE4Noverdose', tag='EUNE')",0.485,Platinum II,68,281,-1,-1,[],-1
2024/01/29 09:45:39,"Player(name='PitaLubiDuzoSosu', tag='EUNE')",0.41100000000000003,Platinum II,107,569,-1,-1,[],-1
2024/01/29 09:45:42,"Player(name='BlackList15', tag='4945')",0.4,Platinum I,20,178,-1,-1,[],-1
2024/01/29 09:45:45,"Player(name='PickTheWard', tag='EUNE')",0.652,Emerald IV,23,432,-1,-1,[],-1
2024/01/29 09:45:55,"Player(name='Sh%CE%B1rpy', tag='8888')",0.491,Emerald IV,112,132,-1,-1,[],-1
2024/01/29 09:45:57,"Player(name='Nowerty', tag='EUNE')",0.524,Emerald III,103,344,-1,-1,[],-1
2024/01/29 09:45:59,"Player(name='H%C3%B8y', tag='EUNE')",0.5,Platinum I,116,389,-1,-1,[],-1
2024/01/29 09:46:01,"Player(name='Cryptex96', tag='EUNE')",0.48100000000000004,Emerald IV,104,383,-1,-1,[],-1
2024/01/29 09:46:04,"Player(name='SpIrOuNaToS', tag='EUNE')",0.493,Emerald III,75,455,-1,-1,[],-1
2024/01/29 09:46:06,"Player(name='The%20Notorious%20Tk', tag='999')",0.5529999999999999,Emerald IV,85,400,-1,-1,[],-1
2024/01/29 09:46:08,"Player(name='M%20Blade', tag='BLADE')",0.37200000000000005,Emerald IV,43,420,-1,-1,[],-1
2024/01/29 09:46:10,"Player(name='Nowerty', tag='EUNE')",0.524,Emerald III,103,344,-1,-1,[],-1
2024/01/29 09:46:12,"Player(name='Lutic%C4%83', tag='Power')",0.556,Platinum II,18,423,-1,-1,[],-1
2024/01/29 09:46:14,"Player(name='KHOZAMI%20V9', tag='khoz')",0.496,Platinum I,137,756,-1,-1,[],-1
2024/01/29 09:46:16,"Player(name='MC%20Punk', tag='EUNE')",0.556,Platinum II,45,415,-1,-1,[],-1
2024/01/29 09:46:18,"Player(name='sp%CF%85st%20na%20cyce', tag='EUNE')",0.508,Platinum I,61,447,-1,-1,[],-1
2024/01/29 09:46:20,"Player(name='Bye%20to%20your%20lp', tag='CHAD')",0.46399999999999997,Platinum II,110,196,-1,-1,[],-1
2024/01/29 09:46:21,"Player(name='VeXQ', tag='ihl')",0.522,Platinum I,136,493,-1,-1,[],-1
2024/01/29 09:46:24,"Player(name='Grusza', tag='EUNE')",0.512,Platinum II,41,651,-1,-1,[],-1
2024/01/29 09:46:26,"Player(name='donkey', tag='haha')",0.488,Emerald IV,41,285,-1,-1,[],-1
2024/01/29 09:46:28,"Player(name='messi%20vs%20ronaldo', tag='ahah')",0.542,Platinum I,59,306,-1,-1,[],-1
2024/01/29 09:46:31,"Player(name='ZedPersonally%20II', tag='EUNE')",0.545,Emerald II,121,317,-1,-1,[],-1
2024/01/29 09:46:33,"Player(name='CipkaW%C4%99gry', tag='0001')",0.465,Emerald IV,71,454,-1,-1,[],-1
2024/01/29 09:46:36,"Player(name='Rytos', tag='4069')",0.49700000000000005,Platinum IV,147,389,-1,-1,[],-1
2024/01/29 09:46:39,"Player(name='Nowerty', tag='EUNE')",0.524,Emerald III,103,344,-1,-1,[],-1
2024/01/29 09:46:41,"Player(name='MaXioR', tag='Noob')",0.5,Platinum II,28,321,-1,-1,[],-1
2024/01/29 09:46:43,"Player(name='Thanospap20', tag='EUNE')",0.711,Platinum I,45,119,-1,-1,[],-1
2024/01/29 09:46:46,"Player(name='opplayer135', tag='EUNE')",0.491,Platinum I,116,415,-1,-1,[],-1
2024/01/29 09:46:48,"Player(name='Na%C5%82kowska', tag='EUNE')",0.574,Platinum I,47,1113,-1,-1,[],-1
2024/01/29 09:46:51,"Player(name='%C5%BCabi%20zbere%C5%BCnik', tag='1234')",0.505,Emerald IV,184,1149,-1,-1,[],-1
2024/01/29 09:46:54,"Player(name='JuanG%C3%B3recky', tag='EUNE')",0.5,Platinum II,78,426,-1,-1,[],-1
2024/01/29 09:46:57,"Player(name='Okonek01', tag='EUNE')",0.466,Gold I,73,296,-1,-1,[],-1
2024/01/29 09:47:00,"Player(name='BOKSUKOKSULUD', tag='EUNE')",0.51,Emerald IV,98,401,-1,-1,[],-1
2024/01/29 09:47:03,"Player(name='kotomiler%20wampir', tag='1231')",0.534,Platinum I,116,351,-1,-1,[],-1
2024/01/29 09:47:06,"Player(name='Nowerty', tag='EUNE')",0.524,Emerald III,103,344,-1,-1,[],-1
2024/01/29 09:47:08,"Player(name='Sotiris718GR', tag='EUNE')",0.552,Platinum I,29,135,-1,-1,[],-1
2024/01/29 09:47:10,"Player(name='WL%20ViPaKOs', tag='EUNE')",0.516,Emerald III,223,609,-1,-1,[],-1
2024/01/29 09:47:14,"Player(name='Balanced', tag='EUNE')",0.517,Gold I,58,127,-1,-1,[],-1
2024/01/29 09:47:16,"Player(name='madenpaizei44', tag='ACID')",0.47200000000000003,Platinum II,36,267,-1,-1,[],-1
2024/01/29 09:47:18,"Player(name='NiKo3K', tag='EUNE')",0.611,Platinum II,36,283,-1,-1,[],-1
2024/01/29 09:47:21,"Player(name='Horror%20Night', tag='EUNE')",0.33299999999999996,Platinum III,9,172,-1,-1,[],-1
2024/01/29 09:47:23,"Player(name='L9N3ohehe', tag='L9L9')",0.562,Emerald IV,89,429,-1,-1,[],-1
2024/01/29 09:47:26,"Player(name='Nowerty', tag='EUNE')",0.524,Emerald III,103,344,-1,-1,[],-1
2024/01/29 09:47:29,"Player(name='Raptor%20Engine', tag='EUNE')",0.48,Emerald IV,171,825,-1,-1,[],-1
2024/01/29 09:47:32,"Player(name='Botus', tag='2000')",0.575,Emerald IV,80,282,-1,-1,[],-1
2024/01/29 09:47:35,"Player(name='Van%20Der%20Straw', tag='EUNE')",0.5529999999999999,Emerald IV,38,483,-1,-1,[],-1
2024/01/29 09:47:38,"Player(name='Dzemxon', tag='EUNE')",0.475,Gold II,122,602,-1,-1,[],-1
2024/01/29 09:47:41,"Player(name='mARIOzor', tag='EUNE')",0.595,Platinum II,84,261,-1,-1,[],-1
2024/01/29 09:47:43,"Player(name='Trojster', tag='EUNE')",0.595,Emerald III,121,558,-1,-1,[],-1
2024/01/29 09:47:46,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:47:49,"Player(name='thick%20kha%20zix', tag='kha')",0.5329999999999999,Emerald III,92,659,-1,-1,[],-1
2024/01/29 09:47:52,"Player(name='Siwy', tag='JSB')",0.5,Emerald IV,54,601,-1,-1,[],-1
2024/01/29 09:47:54,"Player(name='Kebub', tag='EUNE')",0.47600000000000003,Emerald IV,82,292,-1,-1,[],-1
2024/01/29 09:47:57,"Player(name='Umwebe', tag='moc')",0.5579999999999999,Emerald IV,43,485,-1,-1,[],-1
2024/01/29 09:48:07,"Player(name='fonik%C3%B3%20tsour%C3%A9ki', tag='EUNE')",0.491,Emerald III,116,190,-1,-1,[],-1
2024/01/29 09:48:09,"Player(name='Dadian1', tag='dado')",0.519,Emerald IV,81,506,-1,-1,[],-1
2024/01/29 09:48:11,"Player(name='CLG%20Enigma', tag='EUNE')",0.667,Platinum I,9,129,-1,-1,[],-1
2024/01/29 09:48:13,"Player(name='Airping', tag='EUNE')",0.5429999999999999,Emerald IV,46,412,-1,-1,[],-1
2024/01/29 09:48:14,"Player(name='djapaX', tag='2323')",0.484,Emerald III,62,319,-1,-1,[],-1
2024/01/29 09:48:17,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:48:18,"Player(name='Coco%20GLONTZ', tag='EUNE')",0.469,Emerald IV,49,657,-1,-1,[],-1
2024/01/29 09:48:20,"Player(name='CroSSm4n', tag='9840')",0.561,Emerald IV,57,543,-1,-1,[],-1
2024/01/29 09:48:23,"Player(name='0ko', tag='0ko')",0.667,Emerald III,30,383,-1,-1,[],-1
2024/01/29 09:48:24,"Player(name='G2%20ThunderLord', tag='JGDIF')",0.522,Emerald III,113,470,-1,-1,[],-1
2024/01/29 09:48:26,"Player(name='Nayhan', tag='EUNE')",0.48100000000000004,Emerald IV,81,449,-1,-1,[],-1
2024/01/29 09:48:29,"Player(name='Mr%20Unkown', tag='EUNE')",0.5,Platinum I,62,536,-1,-1,[],-1
2024/01/29 09:48:32,"Player(name='Jimmy005', tag='EUNE')",0.478,Platinum I,23,319,-1,-1,[],-1
2024/01/29 09:48:34,"Player(name='SemeoniK', tag='EUNE')",0.537,Emerald IV,54,449,-1,-1,[],-1
2024/01/29 09:48:36,"Player(name='I%20am%20Aldhazar', tag='3556')",0.48100000000000004,Emerald IV,54,401,-1,-1,[],-1
2024/01/29 09:48:38,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:48:40,"Player(name='Jungle%20differenc', tag='EUNE')",0.547,Emerald IV,53,345,-1,-1,[],-1
2024/01/29 09:48:42,"Player(name='fara%C3%B3n', tag='EUNE')",0.503,Emerald IV,159,423,-1,-1,[],-1
2024/01/29 09:48:44,"Player(name='GORMIT', tag='2115')",0.52,Emerald IV,75,269,-1,-1,[],-1
2024/01/29 09:48:46,"Player(name='Bc%20KaBO0m', tag='EUNE')",0.45799999999999996,Platinum I,24,339,-1,-1,[],-1
2024/01/29 09:48:49,"Player(name='vinequill', tag='meow')",0.5,Emerald IV,30,741,-1,-1,[],-1
2024/01/29 09:48:52,"Player(name='Maxwell862', tag='862')",0.452,Platinum I,31,363,-1,-1,[],-1
2024/01/29 09:48:54,"Player(name='FaZe%20Dorotka', tag='12345')",0.593,Emerald IV,27,174,-1,-1,[],-1
2024/01/29 09:48:56,"Player(name='IrksomeRayn', tag='EUNE')",0.125,Platinum II,8,206,-1,-1,[],-1
2024/01/29 09:48:58,"Player(name='Ziut%C3%A2', tag='SUSU')",0.423,Platinum II,26,582,-1,-1,[],-1
2024/01/29 09:49:01,"Player(name='Soned', tag='420')",0.563,Gold II,16,316,-1,-1,[],-1
2024/01/29 09:49:04,"Player(name='Maipler', tag='EUNE')",0.545,Platinum IV,11,470,-1,-1,[],-1
2024/01/29 09:49:06,"Player(name='M4JKI', tag='EUNE')",0.5379999999999999,Platinum IV,26,349,-1,-1,[],-1
2024/01/29 09:49:08,"Player(name='Kregiel01', tag='332')",0.564,Platinum IV,133,150,-1,-1,[],-1
2024/01/29 09:49:12,"Player(name='El%20Kleszczho', tag='1234')",0.506,Platinum IV,77,99,-1,-1,[],-1
2024/01/29 09:49:14,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:49:17,"Player(name='Forkq', tag='EUNE')",0.513,Gold I,39,285,-1,-1,[],-1
2024/01/29 09:49:19,"Player(name='el%20droga%20de%20or', tag='EUNE')",0.6,Platinum II,20,467,-1,-1,[],-1
2024/01/29 09:49:22,"Player(name='Gonoszka', tag='gnszk')",0.514,Gold I,72,471,-1,-1,[],-1
2024/01/29 09:49:25,"Player(name='Andrika', tag='EUNE')",0.478,Platinum IV,67,407,-1,-1,[],-1
2024/01/29 09:49:28,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:49:31,"Player(name='Fxck%20That%20', tag='EUNE')",0.475,Platinum IV,40,283,-1,-1,[],-1
2024/01/29 09:49:33,"Player(name='RaeDe', tag='EUNE')",0.597,Platinum IV,77,448,-1,-1,[],-1
2024/01/29 09:49:36,"Player(name='Gonoszka', tag='gnszk')",0.514,Gold I,72,471,-1,-1,[],-1
2024/01/29 09:49:38,"Player(name='Zytowianka', tag='2137')",0.5,Platinum IV,72,679,-1,-1,[],-1
2024/01/29 09:49:42,"Player(name='B0GD0%200GGD0', tag='EUNE')",0.5,Platinum III,82,288,-1,-1,[],-1
2024/01/29 09:49:45,"Player(name='int%20specialist%203', tag='EUNE')",0.486,Gold I,109,691,-1,-1,[],-1
2024/01/29 09:49:48,"Player(name='Adam%20Ma%C5%82ysz', tag='SKOKI')",0.49,Platinum III,104,286,-1,-1,[],-1
2024/01/29 09:49:51,"Player(name='Kamie%C5%841908', tag='EUNE')",0.41200000000000003,Platinum IV,17,231,-1,-1,[],-1
2024/01/29 09:49:54,"Player(name='SPA%20Jungler', tag='EUNE')",0.526,Platinum IV,57,309,-1,-1,[],-1
2024/01/29 09:49:57,"Player(name='OGIn5t1nct', tag='EUNE')",0.48100000000000004,Gold I,52,309,-1,-1,[],-1
2024/01/29 09:50:00,"Player(name='Yasuolini', tag='EUNE')",0.5820000000000001,Gold I,98,58,-1,-1,[],-1
2024/01/29 09:50:03,"Player(name='Stephen%20McFlurry', tag='4917')",0.534,Gold II,131,473,-1,-1,[],-1
2024/01/29 09:50:06,"Player(name='No%20Hide%20In%20Bush', tag='EUNE')",0.511,Platinum II,90,182,-1,-1,[],-1
2024/01/29 09:50:09,"Player(name='POLICE%20K9%20UNIT%20', tag='EUNE')",0.45799999999999996,Platinum IV,24,242,-1,-1,[],-1
2024/01/29 09:50:12,"Player(name='X%C3%B8%C3%B8', tag='Here')",0.5,Platinum II,82,366,-1,-1,[],-1
2024/01/29 09:50:22,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:50:24,"Player(name='the%20TAZZY', tag='PCR')",0.511,Platinum IV,88,567,-1,-1,[],-1
2024/01/29 09:50:26,"Player(name='Gonoszka', tag='gnszk')",0.514,Gold I,72,471,-1,-1,[],-1
2024/01/29 09:50:28,"Player(name='ALB%20Telecom', tag='EUNE')",0.444,Gold II,18,460,-1,-1,[],-1
2024/01/29 09:50:30,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:50:32,"Player(name='L9%20IronDestroyer', tag='EUNE')",0.391,Platinum I,23,66,-1,-1,[],-1
2024/01/29 09:50:33,"Player(name='L9%20HandCuffer', tag='MK4')",0.391,Platinum III,23,353,-1,-1,[],-1
2024/01/29 09:50:35,"Player(name='pitly', tag='UwU')",0.439,Platinum II,98,238,-1,-1,[],-1
2024/01/29 09:50:37,"Player(name='pizdzisko', tag='144hz')",0.484,Emerald IV,31,525,-1,-1,[],-1
2024/01/29 09:50:39,"Player(name='HexToxic1', tag='EUNE')",0.484,Emerald IV,31,437,-1,-1,[],-1
2024/01/29 09:50:41,"Player(name='nikeboyqqqqqqqqq', tag='EUNE')",0.478,Platinum I,90,283,-1,-1,[],-1
2024/01/29 09:50:43,"Player(name='The%20Black%20Knight', tag='TBK')",0.51,Emerald IV,100,392,-1,-1,[],-1
2024/01/29 09:50:45,"Player(name='Exaize', tag='EUNE')",0.441,Platinum II,34,184,-1,-1,[],-1
2024/01/29 09:50:48,"Player(name='miss%20his%20ass', tag='0202')",0.5529999999999999,Platinum III,47,496,-1,-1,[],-1
2024/01/29 09:50:50,"Player(name='sad%20n%C3%B8%20stars', tag='EUNE')",0.509,Platinum II,53,886,-1,-1,[],-1
2024/01/29 09:50:53,"Player(name='rep%20Isolde', tag='spxxk')",0.6,Platinum II,40,341,-1,-1,[],-1
2024/01/29 09:50:55,"Player(name='mrksy', tag='EUNE')",0.514,Platinum III,37,386,-1,-1,[],-1
2024/01/29 09:50:57,"Player(name='OneShot6', tag='EUNE')",0.667,Platinum I,24,78,-1,-1,[],-1
2024/01/29 09:50:59,"Player(name='L9%2069289351', tag='13202')",0.47100000000000003,Platinum III,17,104,-1,-1,[],-1
2024/01/29 09:51:01,"Player(name='stibu', tag='EUNE')",0.483,Platinum II,60,325,-1,-1,[],-1
2024/01/29 09:51:04,"Player(name='Fecsu', tag='EUNE')",0.5,Platinum II,74,348,-1,-1,[],-1
2024/01/29 09:51:06,"Player(name='ZnowuRiven', tag='RIVEN')",0.507,Platinum III,73,559,-1,-1,[],-1
2024/01/29 09:51:09,"Player(name='%C3%87%C3%B8%C4%87kr%C3%B2%C3%A4%C3%A7h', tag='EUNE')",0.556,Platinum I,45,110,-1,-1,[],-1
2024/01/29 09:51:11,"Player(name='iAmKrisko', tag='EUNE')",0.574,Emerald IV,94,582,-1,-1,[],-1
2024/01/29 09:51:14,"Player(name='mandula', tag='0209')",0.5379999999999999,Platinum III,13,392,-1,-1,[],-1
2024/01/29 09:51:16,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:51:18,"Player(name='Starte%20Pienty', tag='FOOT')",0.595,Platinum II,42,280,-1,-1,[],-1
2024/01/29 09:51:20,"Player(name='GnaTTsuM', tag='Rin')",0.353,Platinum III,17,256,-1,-1,[],-1
2024/01/29 09:51:23,"Player(name='%C3%A9kkosyst%C3%A8me', tag='EUNE')",0.551,Platinum II,49,427,-1,-1,[],-1
2024/01/29 09:51:25,"Player(name='mandula', tag='0209')",0.5379999999999999,Platinum III,13,392,-1,-1,[],-1
2024/01/29 09:51:27,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:51:30,"Player(name='Szczygiel', tag='Card')",0.516,Emerald III,91,499,-1,-1,[],-1
2024/01/29 09:51:33,"Player(name='BDSM%20Adam', tag='EUNE')",0.451,Platinum I,51,588,-1,-1,[],-1
2024/01/29 09:51:36,"Player(name='dolphwin', tag='EUNE')",0.508,Platinum II,65,679,-1,-1,[],-1
2024/01/29 09:51:39,"Player(name='ricosev21', tag='EUNE')",0.579,Emerald IV,19,264,-1,-1,[],-1
2024/01/29 09:51:41,"Player(name='LANGA', tag='EUNE')",0.7240000000000001,Platinum IV,29,393,-1,-1,[],-1
2024/01/29 09:51:43,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:51:46,"Player(name='%C5%BDuleOfficial', tag='EUNE')",0.647,Platinum IV,17,307,-1,-1,[],-1
2024/01/29 09:51:48,"Player(name='RAT%20MANN', tag='3034')",0.579,Platinum II,57,339,-1,-1,[],-1
2024/01/29 09:51:52,"Player(name='ZaSpeed', tag='FFWS')",0.611,Platinum IV,18,451,-1,-1,[],-1
2024/01/29 09:51:55,"Player(name='OmopIata', tag='EUNE')",0.49,Platinum III,49,347,-1,-1,[],-1
2024/01/29 09:51:58,"Player(name='MatikLuk', tag='Ruler')",0.595,Platinum IV,42,269,-1,-1,[],-1
2024/01/29 09:52:01,"Player(name='MAGIC%20RASIST', tag='EUNE')",0.5379999999999999,Platinum II,39,46,-1,-1,[],-1
2024/01/29 09:52:03,"Player(name='Sictirescu', tag='EUNE')",0.588,Platinum I,85,241,-1,-1,[],-1
2024/01/29 09:52:07,"Player(name='Deeazdyn', tag='EUNE')",0.5479999999999999,Platinum I,31,33,-1,-1,[],-1
2024/01/29 09:52:09,"Player(name='kriszGT', tag='NEEKO')",0.5870000000000001,Platinum III,46,434,-1,-1,[],-1
2024/01/29 09:52:12,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:52:15,"Player(name='Big%20Zola', tag='EUNE')",0.5379999999999999,Platinum IV,104,346,-1,-1,[],-1
2024/01/29 09:52:18,"Player(name='Fox%20Riven', tag='EUNE')",0.562,Emerald IV,105,159,-1,-1,[],-1
2024/01/29 09:52:20,"Player(name='Tribula', tag='EUNE')",0.547,Platinum II,86,338,-1,-1,[],-1
2024/01/29 09:52:30,"Player(name='eunecupcake', tag='EUNE')",0.518,Platinum IV,112,335,-1,-1,[],-1
2024/01/29 09:52:32,"Player(name='BruzdyDawida', tag='EUNE')",0.379,Platinum III,29,439,-1,-1,[],-1
2024/01/29 09:52:33,"Player(name='B00MLee', tag='EUNE')",0.49200000000000005,Platinum I,65,143,-1,-1,[],-1
2024/01/29 09:52:35,"Player(name='Drsnak100cz', tag='Vita')",0.508,Platinum II,61,387,-1,-1,[],-1
2024/01/29 09:52:37,"Player(name='1113', tag='UwU')",0.495,Platinum IV,105,479,-1,-1,[],-1
2024/01/29 09:52:39,"Player(name='Powdeer', tag='EUNE')",0.49200000000000005,Platinum II,128,305,-1,-1,[],-1
2024/01/29 09:52:41,"Player(name='Alesoj', tag='EUNE')",0.5479999999999999,Gold II,31,252,-1,-1,[],-1
2024/01/29 09:52:43,"Player(name='Starkiller09', tag='EUNE')",0.529,Platinum IV,102,384,-1,-1,[],-1
2024/01/29 09:52:45,"Player(name='badgrief420', tag='yayy')",0.563,Gold III,16,49,-1,-1,[],-1
2024/01/29 09:52:47,"Player(name='Gonoszka', tag='gnszk')",0.514,Gold I,72,471,-1,-1,[],-1
2024/01/29 09:52:49,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:52:52,"Player(name='AntiRepti', tag='EUNE')",0.528,Platinum IV,72,219,-1,-1,[],-1
2024/01/29 09:52:54,"Player(name='bogi313', tag='EUNE')",0.556,Platinum IV,45,136,-1,-1,[],-1
2024/01/29 09:52:56,"Player(name='M%20I%20K%20E', tag='M666')",0.519,Gold II,52,359,-1,-1,[],-1
2024/01/29 09:52:58,"Player(name='where%20did%20u%20go', tag='333')",0.527,Platinum II,112,494,-1,-1,[],-1
2024/01/29 09:53:01,"Player(name='Mamma%20Maglione', tag='EUNE')",0.5479999999999999,Silver I,73,338,-1,-1,[],-1
2024/01/29 09:53:03,"Player(name='nikolas%20lozrt', tag='LEGO')",0.44799999999999995,Gold IV,58,66,-1,-1,[],-1
2024/01/29 09:53:05,"Player(name='Sunrise728', tag='EUNE')",0.491,Platinum III,108,585,-1,-1,[],-1
2024/01/29 09:53:07,"Player(name='M%C3%A1mr%C3%A1dprcky', tag='PETR')",0.25,Platinum II,4,69,-1,-1,[],-1
2024/01/29 09:53:09,"Player(name='Gonoszka', tag='gnszk')",0.514,Gold I,72,471,-1,-1,[],-1
2024/01/29 09:53:11,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:53:13,"Player(name='Kamior', tag='EUNE')",0.496,Platinum IV,137,480,-1,-1,[],-1
2024/01/29 09:53:16,"Player(name='Mxngo', tag='EUNE')",0.578,Platinum II,45,187,-1,-1,[],-1
2024/01/29 09:53:18,"Player(name='GonnaBeFamouss', tag='EUNE')",0.515,Platinum IV,99,243,-1,-1,[],-1
2024/01/29 09:53:21,"Player(name='CuddlyPudding', tag='EUNE')",0.5,Platinum IV,78,625,-1,-1,[],-1
2024/01/29 09:53:24,"Player(name='VELISSARIOS69', tag='EUNE')",0.536,Platinum III,28,62,-1,-1,[],-1
2024/01/29 09:53:26,"Player(name='Z2H%20Pr16', tag='EUNE')",0.615,Platinum I,65,330,-1,-1,[],-1
2024/01/29 09:53:28,"Player(name='Poczuty%20Kox', tag='EUNE')",0.514,Platinum III,35,536,-1,-1,[],-1
